sha256	archive	filename	version	status	parts	vertices	triangles	textures	blockindex	blocktype	error	seconds	warnings
0b4f9dd549cac3760f2cd12c48466525d02a2e8e0058bbc1340a8ba008cc3cab	D:\SERVER_FIESTA\Client	reseffect\KQ_MDragon_die.nif	20.0.0.4	OK_GEOMETRY	3	6978	10564	2				0.024	
3027890cb5767405b05d5b2368e677f6d994ba35e29cb4ca14989c9ff62dad20	D:\SERVER_FIESTA\Client	reseffect\KQ_Pino_Skill01.nif	20.0.0.4	OK_GEOMETRY	4	87	87	0				0.020	
6880bcaa5a2476653bcb9a919bbdd5559d518f20e6e2952295073c68175fbc9f	D:\SERVER_FIESTA\Client	reseffect\KQ_Pino_Skill02_casting.nif	20.0.0.4	OK_GEOMETRY	1	20	20	0				0.018	
588a15bae42984692bf4fd4046216f130f7ff576fb228257897d62ea8502fd7f	D:\SERVER_FIESTA\Client	reseffect\KQ_Pino_Skill02.nif	20.0.0.4	OK_GEOMETRY	6	231	159	2				0.025	
50fde4114ec49b50ddfdf64a9436829d4abc08b8c15c5d0802db7a249a30852f	D:\SERVER_FIESTA\Client	reseffect\KQ_SlimeGate.nif	20.0.0.4	OK_GEOMETRY	34	510	544	34				0.022	
b34aafc0af289bf28366f84ef762ebe22e31e6c022dc0733344ee48e6ef34ecf	D:\SERVER_FIESTA\Client	reseffect\KQ_SoulCrystal.nif	20.0.0.4	OK_GEOMETRY	1	13	18	0				0.017	
3c37f32c59f6a17d6a211af817b3ccad313c593542324cd2996effd5d8d41f2e	D:\SERVER_FIESTA\Client	reseffect\KQ_TruthRubi.nif	20.0.0.4	OK_GEOMETRY	5	23	14	4				0.018	
c2465f397268f8fe5f21d26be9b96ec63609f45f8df45c850025295c63176c9d	D:\SERVER_FIESTA\Client	reseffect\KQ_Vgate_DieEffect.nif	20.0.0.4	OK_GEOMETRY	30	2214	1962	29				0.024	
4b939177b478422e69a19e761c6f2244ba79cd6ad51fbbbb2ffe4e07e9c3a1be	D:\SERVER_FIESTA\Client	reseffect\KQuestFail.nif	20.0.0.4	OK_GEOMETRY	46	1775	1002	44				0.027	
b6da2f941a37f93117a9f8d493996c336f94701198d7b195bedda79365f6aa9a	D:\SERVER_FIESTA\Client	reseffect\KrugeAtk01.nif	20.0.0.4	OK_GEOMETRY	2	126	160	2				0.017	
4d8bae319a3b7467c5e84cc11768e988bae9da4dc9c5e0f21ea78779c9cd6203	D:\SERVER_FIESTA\Client	reseffect\KQuestSucc.nif	20.0.0.4	OK_GEOMETRY	22	319	450	15				0.024	
54ff3f347bfcc49191ab523ca3d2d6635dd9f5fe2ed406e7989205acfdd069fb	D:\SERVER_FIESTA\Client	reseffect\Lab_19_attackEF.nif	20.0.0.4	OK_GEOMETRY	6	24	12	6				0.018	
e91b2e5ae906474cb73103d25d60e48bbfa8249886b9455d18cedab2f270afab	D:\SERVER_FIESTA\Client	reseffect\KrugeAtkSkill01.nif	20.0.0.4	OK_GEOMETRY	4	350	444	1				0.023	
2f44ebf7123816c85fc92bff51dc8635dd3c44f2ad46531da271e3327ed7f656	D:\SERVER_FIESTA\Client	reseffect\Lab_19_Dash_AtkEF.nif	20.0.0.4	OK_GEOMETRY	10	352	332	10				0.018	
f3faec1edc9e737a98fb468a986efb7d21508129dbc452110d98203abc3cf637	D:\SERVER_FIESTA\Client	reseffect\Lab_19die.nif	20.0.0.4	OK_GEOMETRY	3	72	66	3				0.018	
0f61bf1cf33ffd639e7fed7bcf8bede39fc7da0aa6da5b6b206247c21c903836	D:\SERVER_FIESTA\Client	reseffect\Lab_19stand.nif	20.0.0.4	OK_GEOMETRY	2	48	44	2				0.016	
490c18114dff6dbbe1608943907d67df67c144ae06ca1d1cf17b4181958cc8fd	D:\SERVER_FIESTA\Client	reseffect\Lab_19Strun_Atk_Sw.nif	20.0.0.4	OK_GEOMETRY	1	9	8	0				0.016	
98d35882835c9656bf0c9f0ccfe9e49eade0a3d75eb6b2f24f68aacfdd5d8df2	D:\SERVER_FIESTA\Client	reseffect\Lab_19Knock_Wide.nif	20.0.0.4	OK_GEOMETRY	9	196	174	8				0.019	
ec5a1ee6399baf3acec29110d3f9133565c83201cd3e4b7c1a866659fadee6e9	D:\SERVER_FIESTA\Client	reseffect\Lab_19Stun_Atk_Cas.nif	20.0.0.4	OK_GEOMETRY	14	368	340	14				0.019	
355cfb5087c951bf41160fbbd064a2b3a4da0a2ca2b1f9c648038514379bad34	D:\SERVER_FIESTA\Client	reseffect\Lab_19Stun_Wide_Sw.nif	20.0.0.4	OK_GEOMETRY	12	48	24	12				0.018	
aee96168fbf80918a5ffd2cd6a58fe0c05d8a3a209c1aaedfdc144a1015cd4b4	D:\SERVER_FIESTA\Client	reseffect\Lab_19Stun_Wide_Cas.nif	20.0.0.4	OK_GEOMETRY	8	344	328	8				0.019	
1fd8466c1c474e5bb8ddcc49e0588003f633422c32ca756842b372b677464419	D:\SERVER_FIESTA\Client	reseffect\Lab_20_attack.nif	20.0.0.4	OK_GEOMETRY	7	28	14	7				0.017	
c9094088a28c73f0872e791a41e19ee0a1f4a7762542901431bd5c012f519722	D:\SERVER_FIESTA\Client	reseffect\Lab_20_die.nif	20.0.0.4	OK_GEOMETRY	16	64	32	16				0.017	
936f85f3cd3e59a6b91c43f34b76161708061d78688cefa1cf426b5d5f1aa69f	D:\SERVER_FIESTA\Client	reseffect\Lab_23_Dash_Atk_EF.nif	20.0.0.4	OK_GEOMETRY	7	75	72	7				0.016	
5652a282d69abbaee88a05f202f0b7e5097d15e81e180c869c1948604479ed18	D:\SERVER_FIESTA\Client	reseffect\Lab_23_Die_EF.nif	20.0.0.4	OK_GEOMETRY	2	8	4	2				0.015	
0b6ef61e6ec37ccd19fd94980ee2aa239609c9d0f93ea2870f871e1cf666ea3b	D:\SERVER_FIESTA\Client	reseffect\Lab_23_Attack_EF.nif	20.0.0.4	OK_GEOMETRY	12	300	384	12				0.018	
8e862a00713204bcabd42acea5e5acae5380228b8fff20633e8556106168c939	D:\SERVER_FIESTA\Client	reseffect\Lab_23_Fear_Atk_Cas.nif	20.0.0.4	OK_GEOMETRY	6	24	12	6				0.021	
